assetidhub,servicing_transfer_duration,pre_fc_duration,fc_duration_state_avg,renovation_duration,reo_marketing_duration,dil_duration,reconciled_rehab_cost,total_property_tax,total_insurance,total_hoa,total_utility,broker_fees,am_liq_fees,trashout_cost,fc_expenses,dil_fees,acq_costs,servicing_fc,servicing_liq_fee,expected_gross_proceeds,purchase_price,bid_pct_upb,bid_pct_td,bid_pct_sellerasis,expected_exit_date,expected_net_proceeds,expected_pl,expected_moic,expected_irr,outcome_dil_asis,outcome_dil_arv,outcome_reo_arv,outcome_reo_asis,purchase_date,expected_pv
1078,0, 3 , 10 , 4 , 4 , 2 ," 30,000 "," 7,594 "," 2,788 ", -   ," 2,230 "," 43,600 "," 8,175 ",," 2,600 "," 3,500 "," 2,436 "," 1,017 ",," 545,000 "," 338,374.57 ",144.1%,82.0%,75.4%,10/18/2026,," 109,361 ",1.25x,12.8%,35%,0%,0%,65%,12/18/2024,
1104,0, 3 , 10 , 4 , 4 , 2 ," 125,000 "," 6,427 "," 2,788 ", -   ," 2,230 "," 52,000 "," 9,750 ",," 2,600 "," 3,500 "," 2,737 "," 1,017 ",," 650,000 "," 300,136.18 ",109.2%,45.1%,79.0%,10/18/2026,," 150,046 ",1.30x,15.2%,35%,0%,0%,65%,12/18/2024,
1118,0, 3 , 8 ,, 4 , 2 , -   ," 6,597 "," 2,025 ", -   ," 3,564 "," 26,000 "," 4,875 ",," 2,925 "," 3,500 "," 2,528 ", 901 ,," 325,000 "," 201,665.00 ",81.6%,41.9%,73.9%,4/18/2026,," 73,760 ",1.29x,21.0%,35%,0%,0%,65%,12/18/2024,
1132,0, 3 , 8 ,, 4 , 2 , -   ," 8,579 "," 2,025 ", -   ," 3,564 "," 32,000 "," 6,000 ",," 2,925 "," 3,500 "," 2,570 ", 901 ,," 400,000 "," 274,045.00 ",108.5%,53.7%,77.2%,4/18/2026,," 68,346 ",1.21x,14.9%,35%,0%,0%,65%,12/18/2024,
1097,0, 3 , 8 ,, 4 , 2 , -   ," 6,452 "," 2,025 ", -   ," 3,564 "," 25,200 "," 4,725 ",," 2,925 "," 3,500 "," 2,329 ", 901 ,," 315,000 "," 195,082.00 ",88.4%,50.5%,73.1%,4/18/2026,," 71,467 ",1.29x,21.0%,35%,0%,0%,65%,12/18/2024,
1072,0, 3 , 8 ,, 4 , 2 , -   ," 4,954 "," 2,025 ", -   ," 3,564 "," 27,200 "," 5,100 ",," 2,925 "," 3,500 "," 2,340 ", 901 ,," 340,000 "," 170,365.00 ",76.7%,26.0%,83.1%,4/18/2026,," 120,636 ",1.55x,38.3%,35%,0%,0%,65%,12/18/2024,
1124,0, 3 , 8 ,, 4 , 2 , -   ," 6,935 "," 2,025 ", -   ," 3,564 "," 26,400 "," 4,950 ",," 2,925 "," 3,500 "," 2,322 ", 901 ,," 330,000 "," 204,996.00 ",93.4%,42.1%,71.4%,4/18/2026,," 74,862 ",1.29x,21.0%,35%,0%,0%,65%,12/18/2024,
1115,0, 3 , 8 ,, 4 , 2 , -   ," 7,999 "," 2,025 ", -   ," 3,564 "," 32,000 "," 6,000 ",," 2,925 "," 3,500 "," 2,717 ", 901 ,," 400,000 "," 272,180.00 ",99.9%,43.1%,82.2%,4/18/2026,," 70,639 ",1.21x,15.5%,35%,0%,0%,65%,12/18/2024,
1111,0, 3 , 8 ,, 4 , 2 , -   ," 9,062 "," 2,025 ", -   ," 3,564 "," 34,000 "," 6,375 ",," 2,925 "," 3,500 "," 3,083 ", 901 ,," 425,000 "," 300,300.00 ",93.5%,54.8%,80.1%,4/18/2026,," 64,140 ",1.18x,12.9%,35%,0%,0%,65%,12/18/2024,
1133,0, 3 , 8 , 4 , 4 , 2 ," 100,000 "," 21,092 "," 2,525 ", -   ," 4,444 "," 80,000 "," 15,000 ",," 2,925 "," 3,500 "," 4,074 ", 901 ,," 1,000,000 "," 509,575.00 ",112.4%,62.4%,72.8%,8/18/2026,," 269,464 ",1.37x,20.5%,35%,0%,0%,65%,12/18/2024,
1083,0, 3 , 4 ,, 4 , 2 , -   ," 4,743 "," 1,510 ", -   ," 1,208 "," 66,000 "," 12,375 ",," 2,633 "," 3,500 "," 4,323 ", 675 ,," 825,000 "," 453,894.29 ",93.3%,45.4%,59.7%,12/18/2025,," 285,014 ",1.53x,52.3%,35%,0%,0%,65%,12/18/2024,
1096,0, 3 , 4 ,, 4 , 2 , -   ," 4,370 "," 1,510 ", -   ," 1,208 "," 70,000 "," 13,125 ",," 2,633 "," 3,500 "," 3,965 ", 675 ,," 875,000 "," 632,514.00 ",144.2%,60.4%,90.4%,12/18/2025,," 153,125 ",1.21x,21.1%,35%,0%,0%,65%,12/18/2024,
1116,0, 3 , 5 ,, 4 , 2 , -   ," 7,169 "," 1,727 ", -   ," 3,454 "," 50,000 "," 9,375 ",," 1,950 "," 3,500 "," 2,853 ", 770 ,," 625,000 "," 405,521.00 ",139.7%,60.9%,68.4%,1/18/2026,," 146,556 ",1.31x,26.1%,35%,0%,0%,65%,12/18/2024,
1117,0, 3 , 5 ,, 4 , 2 , -   ," 5,380 "," 1,727 ", -   ," 3,454 "," 35,200 "," 6,600 ",," 1,950 "," 3,500 "," 2,944 ", 770 ,," 440,000 "," 300,472.00 ",99.3%,50.5%,67.5%,1/18/2026,," 83,103 ",1.23x,19.9%,35%,0%,0%,65%,12/18/2024,
1094,0, 3 , 5 ,, 4 , 2 , -   ," 4,325 "," 1,727 ", -   ," 3,454 "," 32,000 "," 6,000 ",," 1,950 "," 3,500 "," 2,368 ", 770 ,," 400,000 "," 261,442.86 ",115.8%,57.6%,73.1%,1/18/2026,," 86,962 ",1.28x,23.7%,35%,0%,0%,65%,12/18/2024,
1077,0, 3 , 9 ,, 4 , 2 , -   ," 11,559 "," 2,190 ", -   ," 4,380 "," 30,000 "," 5,625 ",," 1,820 "," 3,500 "," 3,088 ", 974 ,," 375,000 "," 224,852.00 ",69.9%,45.0%,63.3%,5/18/2026,," 91,136 ",1.32x,21.0%,35%,0%,0%,65%,12/18/2024,
1126,0, 3 , 9 ,, 4 , 2 , -   ," 10,713 "," 2,190 ", -   ," 4,380 "," 31,600 "," 5,925 ",," 1,820 "," 3,500 "," 2,855 ", 974 ,," 395,000 "," 272,095.00 ",93.6%,45.8%,82.7%,5/18/2026,," 63,373 ",1.19x,12.7%,35%,0%,0%,65%,12/18/2024,
1089,0, 3 , 9 ,, 4 , 2 , -   ," 11,168 "," 2,190 ", -   ," 4,380 "," 34,000 "," 6,375 ",," 1,820 "," 3,500 "," 2,539 ", 974 ,," 425,000 "," 259,623.00 ",104.5%,49.5%,75.7%,5/18/2026,," 103,306 ",1.32x,21.0%,35%,0%,0%,65%,12/18/2024,
1088,0, 3 , 9 ,, 4 , 2 , -   ," 16,248 "," 2,190 ", -   ," 4,380 "," 54,000 "," 10,125 ",," 1,820 "," 3,500 "," 3,978 ", 974 ,," 675,000 "," 422,272.00 ",95.9%,48.3%,84.6%,5/18/2026,," 164,138 ",1.32x,21.0%,35%,0%,0%,65%,12/18/2024,
1099,0, 3 , 12 ,, 4 , 2 , -   ," 11,912 "," 2,605 ", -   ," 3,751 "," 50,000 "," 9,375 ",," 4,550 "," 3,500 "," 3,075 "," 1,156 ",," 625,000 "," 280,662.00 ",87.7%,53.0%,57.3%,8/18/2026,," 262,290 ",1.72x,36.8%,35%,0%,0%,65%,12/18/2024,
1122,0, 3 , 12 ,, 4 , 2 , -   ," 12,641 "," 2,605 ", -   ," 3,751 "," 50,000 "," 9,375 ",," 4,550 "," 3,500 "," 4,530 "," 1,156 ",," 625,000 "," 364,620.00 ",70.9%,31.7%,70.1%,8/18/2026,," 176,148 ",1.39x,21.0%,35%,0%,0%,65%,12/18/2024,
1084,0, 3 , 12 ,, 4 , 2 , -   ," 4,060 ", 375 , -   , 540 ," 72,000 "," 13,500 ",," 4,550 "," 3,500 "," 3,579 "," 1,156 ",," 900,000 "," 682,389.16 ",176.3%,82.0%,58.8%,3/18/2025,," 126,351 ",1.16x,83.1%,35%,0%,0%,65%,12/18/2024,
1081,0, 3 , 8 ,, 4 , 2 , -   ," 4,060 "," 2,030 ", -   ," 3,574 "," 17,200 "," 3,225 ",," 3,250 "," 3,500 "," 1,816 ", 903 ,," 215,000 "," 116,529.91 ",76.6%,41.0%,57.9%,4/18/2026,," 60,637 ",1.39x,27.7%,35%,0%,0%,65%,12/18/2024,
1109,0, 3 , 8 ,, 4 , 2 , -   ," 2,219 "," 2,030 ", -   ," 3,574 "," 8,000 "," 1,500 ",," 3,250 "," 3,500 "," 1,023 ", 903 ,," 100,000 "," 48,503.00 ",104.6%,51.0%,44.1%,4/18/2026,," 25,998 ",1.35x,24.9%,35%,0%,0%,65%,12/18/2024,
1092,0, 3 , 3 , 4 , 4 , 2 ," 20,000 "," 6,444 "," 1,973 ", -   ," 2,683 "," 30,000 "," 5,625 ",," 3,250 "," 3,500 "," 1,910 ", 658 ,," 375,000 "," 253,142.00 ",153.7%,77.3%,72.3%,3/18/2026,," 49,942 ",1.15x,11.5%,35%,0%,0%,65%,12/18/2024,
1136,0, 3 , 8 ,, 4 , 2 , -   ," 12,669 "," 2,001 ", -   ," 1,921 "," 36,000 "," 6,750 ",," 2,925 "," 3,500 "," 3,489 ", 890 ,," 450,000 "," 283,859.17 ",75.7%,40.6%,62.2%,4/18/2026,," 101,246 ",1.29x,21.1%,35%,0%,0%,65%,12/18/2024,
1074,0, 3 , 11 ,, 4 , 2 , -   ," 3,031 "," 2,423 ", -   ," 2,908 "," 18,000 "," 3,375 ",," 1,528 "," 3,500 "," 1,398 "," 1,076 ",," 225,000 "," 128,949.00 ",133.8%,66.0%,57.7%,7/18/2026,," 60,687 ",1.37x,21.5%,35%,0%,0%,65%,12/18/2024,
1137,0, 3 , 6 ,, 4 , 2 , -   ," 8,216 "," 1,800 ", -   ," 2,592 "," 34,000 "," 6,375 ",," 1,528 "," 3,500 "," 2,913 ", 802 ,," 425,000 "," 281,237.00 ",94.3%,40.8%,67.0%,2/18/2026,," 86,912 ",1.26x,21.0%,35%,0%,0%,65%,12/18/2024,
1128,0, 3 , 5 ,, 4 , 2 , -   ," 1,026 "," 1,673 ", -   ," 1,740 "," 22,000 "," 4,125 ",," 1,333 "," 3,500 "," 1,656 ", 746 ,," 275,000 "," 176,373.00 ",134.8%,72.0%,76.7%,1/18/2026,," 63,453 ",1.30x,26.5%,35%,0%,0%,65%,12/18/2024,
1131,0, 3 , 3 ,, 4 , 2 , -   ," 3,321 "," 1,483 ", -   ," 2,373 "," 30,000 "," 5,625 ",," 1,365 "," 3,500 "," 1,938 ", 663 ,," 375,000 "," 285,306.00 ",169.5%,68.7%,78.2%,11/18/2025,," 43,551 ",1.13x,13.3%,35%,0%,0%,65%,12/18/2024,
1125,0, 3 , 4 ,, 4 , 2 , -   ," 2,925 "," 1,565 ", -   ," 1,878 "," 30,000 "," 5,625 ",," 1,690 "," 3,500 "," 2,340 ", 698 ,," 375,000 "," 261,256.00 ",117.7%,56.8%,76.4%,12/18/2025,," 67,649 ",1.22x,21.0%,35%,0%,0%,65%,12/18/2024,
1073,0, 3 , 4 ,, 4 , 2 , -   ," 2,887 "," 1,565 ", -   ," 1,878 "," 25,600 "," 4,800 ",," 1,690 "," 3,500 "," 1,997 ", 698 ,," 320,000 "," 233,958.00 ",132.7%,53.4%,69.3%,12/18/2025,," 44,727 ",1.16x,15.5%,35%,0%,0%,65%,12/18/2024,
1079,0, 3 , 4 ,, 4 , 2 , -   ," 2,994 "," 1,565 ", -   ," 1,878 "," 28,000 "," 5,250 ",," 1,690 "," 3,500 "," 1,656 ", 698 ,," 350,000 "," 243,386.00 ",186.1%,77.6%,69.5%,12/18/2025,," 63,134 ",1.22x,21.0%,35%,0%,0%,65%,12/18/2024,
1070,0, 3 , 4 ,, 4 , 2 , -   ," 4,148 "," 1,565 ", -   ," 1,878 "," 47,920 "," 8,985 ",," 1,690 "," 3,500 "," 3,473 ", 698 ,," 599,000 "," 340,245.00 ",91.2%,41.3%,70.2%,12/18/2025,," 192,383 ",1.47x,45.0%,35%,0%,0%,65%,12/18/2024,
1110,0, 3 , 4 ,, 4 , 2 , -   ," 1,924 "," 1,565 ", -   ," 1,878 "," 20,000 "," 3,750 ",," 1,690 "," 3,500 "," 1,603 ", 698 ,," 250,000 "," 170,555.00 ",137.9%,62.2%,75.8%,12/18/2025,," 45,088 ",1.22x,21.0%,35%,0%,0%,65%,12/18/2024,
1087,0, 3 , 4 ,, 4 , 2 , -   ," 5,022 "," 1,500 ", -   ," 2,639 "," 23,920 "," 4,485 ",," 1,333 "," 3,500 "," 1,614 ", 670 ,," 299,000 "," 204,564.36 ",163.3%,82.0%,68.4%,11/18/2025,," 52,738 ",1.21x,21.4%,35%,0%,0%,65%,12/18/2024,
1080,0, 3 , 4 , 4 , 4 , 2 ," 100,000 "," 6,719 "," 2,000 ", -   ," 3,519 "," 42,000 "," 7,875 ",," 1,333 "," 3,500 "," 1,864 ", 670 ,," 525,000 "," 241,228.00 ",152.1%,67.4%,80.4%,3/18/2026,," 120,668 ",1.30x,21.6%,35%,0%,0%,65%,12/18/2024,
1075,0, 3 , 3 ,, 4 , 2 , -   ," 2,671 "," 1,429 ", -   ," 2,515 "," 30,000 "," 5,625 ",," 1,365 "," 3,500 "," 1,891 ", 639 ,," 375,000 "," 319,184.42 ",196.8%,94.3%,99.1%,11/18/2025,," 10,305 ",1.03x,3.0%,35%,0%,0%,65%,12/18/2024,
1121,0, 3 , 5 ,, 4 , 2 , -   ," 3,028 "," 1,673 ", -   ," 2,677 "," 30,000 "," 5,625 ",," 1,625 "," 3,500 "," 2,537 ", 746 ,," 375,000 "," 275,102.00 ",110.8%,68.9%,76.0%,1/18/2026,," 52,612 ",1.16x,14.5%,35%,0%,0%,65%,12/18/2024,
1105,0, 3 , 5 , 4 , 4 , 2 ," 25,000 "," 5,758 "," 2,173 ", -   ," 3,477 "," 47,600 "," 8,925 ",," 1,625 "," 3,500 "," 3,262 ", 746 ,," 595,000 "," 376,677.00 ",109.2%,69.8%,71.1%,5/18/2026,," 123,682 ",1.26x,17.5%,35%,0%,0%,65%,12/18/2024,
1114,0, 3 , 5 ,, 4 , 2 , -   ," 2,551 "," 1,673 ", -   ," 2,677 "," 26,000 "," 4,875 ",," 1,625 "," 3,500 "," 1,852 ", 746 ,," 325,000 "," 220,623.00 ",140.5%,67.2%,72.3%,1/18/2026,," 62,253 ",1.24x,21.0%,35%,0%,0%,65%,12/18/2024,
1113,0, 3 , 5 ,, 4 , 2 , -   ," 2,426 "," 1,673 ", -   ," 2,677 "," 26,000 "," 4,875 ",," 1,625 "," 3,500 "," 2,003 ", 746 ,," 325,000 "," 220,598.00 ",124.6%,58.9%,76.1%,1/18/2026,," 62,253 ",1.24x,21.0%,35%,0%,0%,65%,12/18/2024,
1134,0, 3 , 4 ,, 4 , 2 , -   ," 3,117 "," 1,546 ", -   ," 2,473 "," 39,600 "," 7,425 ",," 2,194 "," 3,500 "," 3,785 ", 690 ,," 495,000 "," 385,259.00 ",92.9%,40.8%,70.0%,12/18/2025,," 51,336 ",1.12x,11.2%,35%,0%,0%,65%,12/18/2024,
1091,0, 3 , 7 , 4 , 4 , 2 ," 75,000 "," 3,366 "," 2,428 ", -   ," 3,301 "," 63,960 "," 11,993 ",," 3,250 "," 3,500 "," 3,114 ", 858 ,," 799,500 "," 476,983.00 ",146.7%,63.4%,73.4%,7/18/2026,," 162,240 ",1.25x,15.0%,35%,0%,0%,65%,12/18/2024,
1090,0, 3 , 6 , 4 , 4 , 2 ," 10,000 "," 4,086 "," 2,308 ", -   ," 2,770 "," 39,920 "," 7,485 ",," 2,340 "," 3,500 "," 2,470 ", 806 ,," 499,000 "," 332,388.00 ",138.9%,76.7%,73.9%,6/18/2026,," 96,912 ",1.24x,15.1%,35%,0%,0%,65%,12/18/2024,
1093,0, 3 , 6 ,, 4 , 2 , -   ," 3,026 "," 1,854 ", -   ," 3,412 "," 29,222 "," 5,479 ",," 3,250 "," 3,500 "," 1,888 ", 826 ,," 365,276 "," 180,771.53 ",111.8%,64.6%,49.5%,2/18/2026,," 136,027 ",1.59x,45.8%,35%,0%,0%,65%,12/18/2024,
1082,0, 3 , 6 ,, 4 , 2 , -   ," 1,027 "," 1,854 ", -   ," 3,412 "," 9,920 "," 1,860 ",," 3,250 "," 3,500 "," 1,037 ", 826 ,," 124,000 "," 71,897.00 ",149.0%,64.4%,58.0%,2/18/2026,," 26,037 ",1.27x,21.0%,35%,0%,0%,65%,12/18/2024,
1086,0, 3 , 6 ,, 4 , 2 , -   ," 2,402 "," 1,854 ", -   ," 3,412 "," 23,200 "," 4,350 ",," 3,250 "," 3,500 "," 1,829 ", 826 ,," 290,000 "," 187,212.00 ",121.6%,57.6%,64.6%,2/18/2026,," 61,014 ",1.27x,21.1%,35%,0%,0%,65%,12/18/2024,
1120,0, 3 , 6 ,, 4 , 2 , -   ," 5,101 "," 1,808 ", -   ," 2,604 "," 43,200 "," 8,100 ",," 1,950 "," 3,500 "," 2,034 ", 806 ,," 540,000 "," 305,873.00 ",168.8%,72.7%,67.2%,2/18/2026,," 171,623 ",1.47x,37.3%,35%,0%,0%,65%,12/18/2024,
1123,0,3,7.2,3,4,2.4,75000,8234,2300,0,4048,39600," 7,425 ",,2700,4000,2106.1584,857,,495000,225065.1,0.786303948,0.437240269,0.750217,6/19/2026,,88558.5832,1.217887694,0.137184182,40%,0%,0%,60%,12/18/2024,
1085,0,3,7.2,,4,2.4,0,8614.375,1925,0,3388,34000," 6,375 ",,2700,4000,2030.3347,857,,425000,268903.125,0.992017415,0.524223381,0.717075,3/19/2026,,61706.8306,1.16985409,0.130029119,40%,0%,0%,60%,12/18/2024,
1101,0,3,8.42,,4,2.4,0,22546.415,2077.5,0,4155,58800," 11,025 ",,1680,4000,3103.0469,924.1,,735000,521180.58,1.073250644,0.511740071,0.713946,4/19/2026,,53770.3112,1.07893125,0.056384982,40%,0%,0%,60%,12/18/2024,
1071,0,3,11.48,3,4,2.4,60000,16405.2,2835,0,4082.4,51600," 9,675 ",,4200,4000,2240.51945,1092.4,,645000,421136.86,1.345038735,0.611506467,0.679253,10/19/2026,,22697.1011,1.036472755,0.019134933,40%,0%,0%,60%,12/18/2024,
1098,0,3,11.48,,4,2.4,0,11939.2,2460,0,3542.4,64000," 12,000 ",,4200,4000,2572.4676,1092.4,,800000,450189.48,1.186290296,0.569897412,0.865749,7/19/2026,,188551.5848,1.308368752,0.178085821,40%,0%,0%,60%,12/18/2024,
1095,0,3,11.48,3,4,2.4,115000,18522,2835,0,4082.4,96000," 18,000 ",,4200,4000,3118.1866,1092.4,,1200000,601269.2,1.230502001,0.58705503,0.858956,10/19/2026,,249847.6268,1.262955326,0.131473634,40%,0%,0%,60%,12/18/2024,
1127,0,3,11.48,3,4,2.4,65000,9790.2,2835,0,4082.4,44800," 8,400 ",,4200,4000,2186.422,1092.4,,560000,306792.604,1.014913783,0.492694534,0.8291692,10/19/2026,,67339.552,1.136685525,0.070136871,40%,0%,0%,60%,12/18/2024,
1100,0,3,7.24,,4,2.4,0,7668.533333,1930,0,3396.8,30000," 5,625 ",,3000,4000,1626.83965,859.2,,375000,276499.68,1.452448845,0.784407115,0.6912492,3/19/2026,,13517.10737,1.037393491,0.028943045,40%,0%,0%,60%,12/18/2024,
1069,0,3,7.24,,4,2.4,0,8627.1,1930,0,3396.8,38000," 7,125 ",,3000,4000,2137.5203,859.2,,475000,336018.15,1.148764055,0.629587732,0.746707,3/19/2026,,36068.7094,1.082173931,0.063299849,40%,0%,0%,60%,12/18/2024,
1076,0,3,7.24,,4,2.4,0,4505.263333,1930,0,3396.8,20400," 3,825 ",,3000,4000,1424.796,859.2,,255000,183336.096,1.22257318,0.502547469,0.7801536,3/19/2026,,9498.038667,1.038688239,0.02994099,40%,0%,0%,60%,12/18/2024,
1135,0,3,3.2,3,4,2.4,,2428.8,1800,0,2880,24800," 4,650 ",,1260,4000,1469.9546,637,,310000,185069.06,1.164022826,0.550702319,0.841223,2/19/2026,,58560.2308,1.232899636,0.190619809,40%,0%,0%,60%,12/18/2024,
1119,0,3,3.32,,4,2.4,0,6564.434688,1440,0,2534.4,26000," 4,875 ",,1230,4000,1681.6843,643.6,,325000,244970.838,1.21672126,0.570007958,0.601862897,11/19/2025,,7428.358712,1.023391127,0.024377544,40%,0%,0%,60%,12/18/2024,
1102,0,3,3.32,,4,2.4,0,4032,1440,0,2534.4,20400," 3,825 ",,1230,4000,1108.01605,643.6,,255000,185001.725,2.136199397,0.844275999,0.7400069,11/19/2025,,12277.2429,1.050581342,0.052743545,40%,0%,0%,60%,12/18/2024,
1108,0,3,2.8,,4,2.4,0,1642.85,1375,0,2420,19600," 3,675 ",,1260,4000,1584.723,615,,245000,170443.988,0.936790584,0.358633733,0.827398,11/19/2025,,20048.716,1.089124701,0.097610618,40%,0%,0%,60%,12/18/2024,
1103,0,3,4.6,3,4,2.4,45000,3703.125,1975,0,3160,46000," 8,625 ",,1500,4000,1942.47235,714,,575000,301269,1.188463796,0.585948554,0.803384,3/19/2026,,116968.9303,1.255373354,0.188549838,40%,0%,0%,60%,12/18/2024,
1106,0,3,4.6,,4,2.4,0,4320,1600,0,2560,42800," 8,025 ",,1500,4000,1798.05195,714,,535000,390002.04,1.736349062,0.854756577,0.722226,12/19/2025,,40282.8561,1.081426036,0.076148042,40%,0%,0%,60%,12/18/2024,
